,din_instante,hora,dia_semana,mes,carga_mw
17919,2023-07-06 15:00:00,15,3,7,41761.44699999
17923,2023-07-06 16:00:00,16,3,7,42762.78699999
17927,2023-07-06 17:00:00,17,3,7,43651.326
17931,2023-07-06 18:00:00,18,3,7,46801.04599999
17935,2023-07-06 19:00:00,19,3,7,45675.321
17939,2023-07-06 20:00:00,20,3,7,44441.087
17943,2023-07-06 21:00:00,21,3,7,42895.35499999
17947,2023-07-06 22:00:00,22,3,7,40389.617
17951,2023-07-06 23:00:00,23,3,7,37001.94099999
17955,2023-07-07 00:00:00,0,4,7,34211.94899999
17959,2023-07-07 01:00:00,1,4,7,32305.193
17963,2023-07-07 02:00:00,2,4,7,31286.09899999
17967,2023-07-07 03:00:00,3,4,7,30928.39099999
17971,2023-07-07 04:00:00,4,4,7,31244.10699999
17975,2023-07-07 05:00:00,5,4,7,32638.12299999
17979,2023-07-07 06:00:00,6,4,7,35087.28599999
17983,2023-07-07 07:00:00,7,4,7,37611.337
17987,2023-07-07 08:00:00,8,4,7,39450.102
17991,2023-07-07 09:00:00,9,4,7,40438.80399999
17995,2023-07-07 10:00:00,10,4,7,41289.917
17999,2023-07-07 11:00:00,11,4,7,41364.373
18003,2023-07-07 12:00:00,12,4,7,40982.52199999
18007,2023-07-07 13:00:00,13,4,7,41534.803
18011,2023-07-07 14:00:00,14,4,7,42092.30599999
18015,2023-07-07 15:00:00,15,4,7,42299.00699999
18019,2023-07-07 16:00:00,16,4,7,42677.56699999
18023,2023-07-07 17:00:00,17,4,7,43929.653
18027,2023-07-07 18:00:00,18,4,7,47107.58999999
18031,2023-07-07 19:00:00,19,4,7,45823.30399999
18035,2023-07-07 20:00:00,20,4,7,44037.91599999
18039,2023-07-07 21:00:00,21,4,7,42551.677
18043,2023-07-07 22:00:00,22,4,7,40228.24599999
18047,2023-07-07 23:00:00,23,4,7,37630.80699999
18051,2023-07-08 00:00:00,0,5,7,35034.97899999
18055,2023-07-08 01:00:00,1,5,7,33059.65999999
18059,2023-07-08 02:00:00,2,5,7,31762.618
18063,2023-07-08 03:00:00,3,5,7,31080.15399999
18067,2023-07-08 04:00:00,4,5,7,30959.57
18071,2023-07-08 05:00:00,5,5,7,31418.15199999
18075,2023-07-08 06:00:00,6,5,7,32216.82099999
18079,2023-07-08 07:00:00,7,5,7,33394.69199999
18083,2023-07-08 08:00:00,8,5,7,35389.278
18087,2023-07-08 09:00:00,9,5,7,36783.22799999
18091,2023-07-08 10:00:00,10,5,7,37617.059
18095,2023-07-08 11:00:00,11,5,7,37976.62799999
18099,2023-07-08 12:00:00,12,5,7,38164.097
18103,2023-07-08 13:00:00,13,5,7,37910.44499999
18107,2023-07-08 14:00:00,14,5,7,37730.75999999
18111,2023-07-08 15:00:00,15,5,7,37905.531
18115,2023-07-08 16:00:00,16,5,7,38942.746
18119,2023-07-08 17:00:00,17,5,7,41916.627
18123,2023-07-08 18:00:00,18,5,7,45553.285
18127,2023-07-08 19:00:00,19,5,7,43880.847
18131,2023-07-08 20:00:00,20,5,7,41544.551
18135,2023-07-08 21:00:00,21,5,7,39440.204
18139,2023-07-08 22:00:00,22,5,7,37422.795
18143,2023-07-08 23:00:00,23,5,7,35415.46899999
18147,2023-07-09 00:00:00,0,6,7,33359.843
18151,2023-07-09 01:00:00,1,6,7,31765.303
18155,2023-07-09 02:00:00,2,6,7,30642.439
18159,2023-07-09 03:00:00,3,6,7,29995.594
18163,2023-07-09 04:00:00,4,6,7,29794.418
18167,2023-07-09 05:00:00,5,6,7,29750.798
18171,2023-07-09 06:00:00,6,6,7,29610.322
18175,2023-07-09 07:00:00,7,6,7,29670.92499999
18179,2023-07-09 08:00:00,8,6,7,30891.66499999
18183,2023-07-09 09:00:00,9,6,7,32378.828
18187,2023-07-09 10:00:00,10,6,7,33793.061
18191,2023-07-09 11:00:00,11,6,7,34738.44699999
18195,2023-07-09 12:00:00,12,6,7,34957.02099999
18199,2023-07-09 13:00:00,13,6,7,34398.258
18203,2023-07-09 14:00:00,14,6,7,33773.117
18207,2023-07-09 15:00:00,15,6,7,33980.26999999
18211,2023-07-09 16:00:00,16,6,7,35415.27199999
18215,2023-07-09 17:00:00,17,6,7,38574.48399999
18219,2023-07-09 18:00:00,18,6,7,41983.382
18223,2023-07-09 19:00:00,19,6,7,40910.29099999
18227,2023-07-09 20:00:00,20,6,7,39735.94999999
18231,2023-07-09 21:00:00,21,6,7,38650.05599999
18235,2023-07-09 22:00:00,22,6,7,36796.86099999
18239,2023-07-09 23:00:00,23,6,7,34397.44999999
18243,2023-07-10 00:00:00,0,0,7,32257.79299999
18247,2023-07-10 01:00:00,1,0,7,30690.86799999
18251,2023-07-10 02:00:00,2,0,7,29954.68
18255,2023-07-10 03:00:00,3,0,7,29602.95999999
18259,2023-07-10 04:00:00,4,0,7,29910.95699999
18263,2023-07-10 05:00:00,5,0,7,31634.893
18267,2023-07-10 06:00:00,6,0,7,34430.13599999
18271,2023-07-10 07:00:00,7,0,7,37069.13499999
18275,2023-07-10 08:00:00,8,0,7,39345.71499999
18279,2023-07-10 09:00:00,9,0,7,40622.67299999
18283,2023-07-10 10:00:00,10,0,7,41711.78599999
18287,2023-07-10 11:00:00,11,0,7,41938.26199999
18291,2023-07-10 12:00:00,12,0,7,41882.58099999
18295,2023-07-10 13:00:00,13,0,7,42556.99499999
18299,2023-07-10 14:00:00,14,0,7,43215.874
18303,2023-07-10 15:00:00,15,0,7,43537.37799999
18307,2023-07-10 16:00:00,16,0,7,44013.697
18311,2023-07-10 17:00:00,17,0,7,44617.817
18315,2023-07-10 18:00:00,18,0,7,46876.397
18319,2023-07-10 19:00:00,19,0,7,46348.102
18323,2023-07-10 20:00:00,20,0,7,45453.32399999
18327,2023-07-10 21:00:00,21,0,7,44259.89399999
18331,2023-07-10 22:00:00,22,0,7,41749.36399999
18335,2023-07-10 23:00:00,23,0,7,38555.453
18339,2023-07-11 00:00:00,0,1,7,35809.37099999
18343,2023-07-11 01:00:00,1,1,7,33904.869
18347,2023-07-11 02:00:00,2,1,7,32740.342
18351,2023-07-11 03:00:00,3,1,7,32275.37799999
18355,2023-07-11 04:00:00,4,1,7,32547.08699999
18359,2023-07-11 05:00:00,5,1,7,34016.906
18363,2023-07-11 06:00:00,6,1,7,36446.083
18367,2023-07-11 07:00:00,7,1,7,39002.66499999
18371,2023-07-11 08:00:00,8,1,7,40927.56499999
18375,2023-07-11 09:00:00,9,1,7,42098.862
18379,2023-07-11 10:00:00,10,1,7,42958.29099999
18383,2023-07-11 11:00:00,11,1,7,43251.33699999
18387,2023-07-11 12:00:00,12,1,7,42844.53299999
18391,2023-07-11 13:00:00,13,1,7,44055.106
18395,2023-07-11 14:00:00,14,1,7,44652.838
18399,2023-07-11 15:00:00,15,1,7,45017.04299999
18403,2023-07-11 16:00:00,16,1,7,45514.595
18407,2023-07-11 17:00:00,17,1,7,45696.064
18411,2023-07-11 18:00:00,18,1,7,48138.255
18415,2023-07-11 19:00:00,19,1,7,47260.76499999
18419,2023-07-11 20:00:00,20,1,7,46199.923
18423,2023-07-11 21:00:00,21,1,7,44930.757
18427,2023-07-11 22:00:00,22,1,7,42606.10999999
18431,2023-07-11 23:00:00,23,1,7,39330.816
18435,2023-07-12 00:00:00,0,2,7,36455.513
18439,2023-07-12 01:00:00,1,2,7,34329.103
18443,2023-07-12 02:00:00,2,2,7,33222.526
18447,2023-07-12 03:00:00,3,2,7,32760.37199999
18451,2023-07-12 04:00:00,4,2,7,33066.602
18455,2023-07-12 05:00:00,5,2,7,34413.68299999
18459,2023-07-12 06:00:00,6,2,7,36750.278
18463,2023-07-12 07:00:00,7,2,7,39325.89099999
18467,2023-07-12 08:00:00,8,2,7,41669.879
18471,2023-07-12 09:00:00,9,2,7,42841.05899999
18475,2023-07-12 10:00:00,10,2,7,43691.71399999
18479,2023-07-12 11:00:00,11,2,7,44043.976
18483,2023-07-12 12:00:00,12,2,7,43654.65
18487,2023-07-12 13:00:00,13,2,7,44626.227
18491,2023-07-12 14:00:00,14,2,7,45346.841
18495,2023-07-12 15:00:00,15,2,7,45816.83899999
18499,2023-07-12 16:00:00,16,2,7,46042.419
18503,2023-07-12 17:00:00,17,2,7,46138.282
18507,2023-07-12 18:00:00,18,2,7,48898.53399999
18511,2023-07-12 19:00:00,19,2,7,47688.111
18515,2023-07-12 20:00:00,20,2,7,46889.867
18519,2023-07-12 21:00:00,21,2,7,45807.166
18523,2023-07-12 22:00:00,22,2,7,43371.265
18527,2023-07-12 23:00:00,23,2,7,40345.849
18531,2023-07-13 00:00:00,0,3,7,37452.114
18535,2023-07-13 01:00:00,1,3,7,35375.24799999
18539,2023-07-13 02:00:00,2,3,7,34151.70599999
18543,2023-07-13 03:00:00,3,3,7,33613.312
18547,2023-07-13 04:00:00,4,3,7,33775.25299999
18551,2023-07-13 05:00:00,5,3,7,35028.14999999
18555,2023-07-13 06:00:00,6,3,7,37182.777
18559,2023-07-13 07:00:00,7,3,7,39562.045
18563,2023-07-13 08:00:00,8,3,7,41222.73399999
18567,2023-07-13 09:00:00,9,3,7,42442.821
18571,2023-07-13 10:00:00,10,3,7,43242.36
18575,2023-07-13 11:00:00,11,3,7,43064.65299999
18579,2023-07-13 12:00:00,12,3,7,42718.97699999
18583,2023-07-13 13:00:00,13,3,7,43527.945
18587,2023-07-13 14:00:00,14,3,7,44383.59899999
18591,2023-07-13 15:00:00,15,3,7,45201.843
18595,2023-07-13 16:00:00,16,3,7,45773.51999999
18599,2023-07-13 17:00:00,17,3,7,45574.18699999
18603,2023-07-13 18:00:00,18,3,7,48246.954
18607,2023-07-13 19:00:00,19,3,7,47333.35
18611,2023-07-13 20:00:00,20,3,7,45815.70699999
18615,2023-07-13 21:00:00,21,3,7,44745.506
18619,2023-07-13 22:00:00,22,3,7,42771.922
18623,2023-07-13 23:00:00,23,3,7,39735.53
18627,2023-07-14 00:00:00,0,4,7,36891.192
18631,2023-07-14 01:00:00,1,4,7,34832.832
18635,2023-07-14 02:00:00,2,4,7,33769.33399999
18639,2023-07-14 03:00:00,3,4,7,33063.74999999
18643,2023-07-14 04:00:00,4,4,7,33342.72499999
18647,2023-07-14 05:00:00,5,4,7,34579.55399999
18651,2023-07-14 06:00:00,6,4,7,36930.89699999
18655,2023-07-14 07:00:00,7,4,7,39302.76
18659,2023-07-14 08:00:00,8,4,7,41256.428
18663,2023-07-14 09:00:00,9,4,7,41940.58999999
18667,2023-07-14 10:00:00,10,4,7,42214.32999999
18671,2023-07-14 11:00:00,11,4,7,41571.36299999
18675,2023-07-14 12:00:00,12,4,7,40703.94999999
18679,2023-07-14 13:00:00,13,4,7,41124.37999999
18683,2023-07-14 14:00:00,14,4,7,41392.06499999
18687,2023-07-14 15:00:00,15,4,7,41357.944
18691,2023-07-14 16:00:00,16,4,7,42010.57099999
18695,2023-07-14 17:00:00,17,4,7,43424.85699999
18699,2023-07-14 18:00:00,18,4,7,46667.281
18703,2023-07-14 19:00:00,19,4,7,45340.563
18707,2023-07-14 20:00:00,20,4,7,43404.665
18711,2023-07-14 21:00:00,21,4,7,41891.759
18715,2023-07-14 22:00:00,22,4,7,39787.936
18719,2023-07-14 23:00:00,23,4,7,36961.29099999
18723,2023-07-15 00:00:00,0,5,7,34399.22599999
18727,2023-07-15 01:00:00,1,5,7,32487.453
18731,2023-07-15 02:00:00,2,5,7,31250.081
18735,2023-07-15 03:00:00,3,5,7,30690.93599999
18739,2023-07-15 04:00:00,4,5,7,30588.859
18743,2023-07-15 05:00:00,5,5,7,31164.833
18747,2023-07-15 06:00:00,6,5,7,31782.94299999
18751,2023-07-15 07:00:00,7,5,7,33021.10099999
18755,2023-07-15 08:00:00,8,5,7,34461.525
18759,2023-07-15 09:00:00,9,5,7,35584.64599999
18763,2023-07-15 10:00:00,10,5,7,36189.21099999
18767,2023-07-15 11:00:00,11,5,7,36435.36
18771,2023-07-15 12:00:00,12,5,7,36505.443
18775,2023-07-15 13:00:00,13,5,7,36288.028
18779,2023-07-15 14:00:00,14,5,7,36244.273
18783,2023-07-15 15:00:00,15,5,7,36524.333
18787,2023-07-15 16:00:00,16,5,7,37881.37399999
18791,2023-07-15 17:00:00,17,5,7,40727.36599999
18795,2023-07-15 18:00:00,18,5,7,44175.68399999
18799,2023-07-15 19:00:00,19,5,7,43447.06
18803,2023-07-15 20:00:00,20,5,7,40964.559
18807,2023-07-15 21:00:00,21,5,7,38854.473
18811,2023-07-15 22:00:00,22,5,7,36611.419
18815,2023-07-15 23:00:00,23,5,7,34431.136
18819,2023-07-16 00:00:00,0,6,7,32264.31099999
18823,2023-07-16 01:00:00,1,6,7,30573.702
18827,2023-07-16 02:00:00,2,6,7,29460.32899999
18831,2023-07-16 03:00:00,3,6,7,28755.898
18835,2023-07-16 04:00:00,4,6,7,28421.17099999
18839,2023-07-16 05:00:00,5,6,7,28557.042
18843,2023-07-16 06:00:00,6,6,7,28673.76999999
18847,2023-07-16 07:00:00,7,6,7,28893.20599999
18851,2023-07-16 08:00:00,8,6,7,30264.96399999
18855,2023-07-16 09:00:00,9,6,7,31592.564
18859,2023-07-16 10:00:00,10,6,7,32580.553
18863,2023-07-16 11:00:00,11,6,7,33415.52199999
18867,2023-07-16 12:00:00,12,6,7,33704.379
18871,2023-07-16 13:00:00,13,6,7,33314.781
18875,2023-07-16 14:00:00,14,6,7,33058.57099999
18879,2023-07-16 15:00:00,15,6,7,33561.30599999
18883,2023-07-16 16:00:00,16,6,7,35019.56599999
18887,2023-07-16 17:00:00,17,6,7,38096.687
18891,2023-07-16 18:00:00,18,6,7,42147.01199999
18895,2023-07-16 19:00:00,19,6,7,41079.53299999
18899,2023-07-16 20:00:00,20,6,7,39796.15399999
18903,2023-07-16 21:00:00,21,6,7,38677.07599999
18907,2023-07-16 22:00:00,22,6,7,36846.53799999
18911,2023-07-16 23:00:00,23,6,7,34653.18299999
18915,2023-07-17 00:00:00,0,0,7,32744.17099999
18919,2023-07-17 01:00:00,1,0,7,31115.918
18923,2023-07-17 02:00:00,2,0,7,30344.86799999
18927,2023-07-17 03:00:00,3,0,7,29937.58799999
18931,2023-07-17 04:00:00,4,0,7,30196.247
18935,2023-07-17 05:00:00,5,0,7,31718.705
18939,2023-07-17 06:00:00,6,0,7,34101.41099999
18943,2023-07-17 07:00:00,7,0,7,37025.73699999
18947,2023-07-17 08:00:00,8,0,7,39584.18999999
18951,2023-07-17 09:00:00,9,0,7,40904.894
18955,2023-07-17 10:00:00,10,0,7,42057.651
18959,2023-07-17 11:00:00,11,0,7,42126.387
18963,2023-07-17 12:00:00,12,0,7,41975.248
18967,2023-07-17 13:00:00,13,0,7,42824.543
18971,2023-07-17 14:00:00,14,0,7,43605.36
18975,2023-07-17 15:00:00,15,0,7,44038.09299999
18979,2023-07-17 16:00:00,16,0,7,44607.27
18983,2023-07-17 17:00:00,17,0,7,44782.009
18987,2023-07-17 18:00:00,18,0,7,47306.079
18991,2023-07-17 19:00:00,19,0,7,46749.48199999
18995,2023-07-17 20:00:00,20,0,7,45710.08599999
18999,2023-07-17 21:00:00,21,0,7,44404.56
19003,2023-07-17 22:00:00,22,0,7,42076.51999999
19007,2023-07-17 23:00:00,23,0,7,38875.926
19011,2023-07-18 00:00:00,0,1,7,35975.48999999
19015,2023-07-18 01:00:00,1,1,7,34210.98199999
19019,2023-07-18 02:00:00,2,1,7,33162.04099999
19023,2023-07-18 03:00:00,3,1,7,32668.35
19027,2023-07-18 04:00:00,4,1,7,32879.543
19031,2023-07-18 05:00:00,5,1,7,34075.137
19035,2023-07-18 06:00:00,6,1,7,36277.08299999
19039,2023-07-18 07:00:00,7,1,7,38958.32499999
19043,2023-07-18 08:00:00,8,1,7,41283.889
19047,2023-07-18 09:00:00,9,1,7,42630.61799999
19051,2023-07-18 10:00:00,10,1,7,43392.47299999
19055,2023-07-18 11:00:00,11,1,7,43105.42399999
19059,2023-07-18 12:00:00,12,1,7,42551.346
19063,2023-07-18 13:00:00,13,1,7,43362.398
19067,2023-07-18 14:00:00,14,1,7,43917.11499999
19071,2023-07-18 15:00:00,15,1,7,44327.72899999
19075,2023-07-18 16:00:00,16,1,7,44896.18999999
19079,2023-07-18 17:00:00,17,1,7,45168.17799999
19083,2023-07-18 18:00:00,18,1,7,47495.763
19087,2023-07-18 19:00:00,19,1,7,46714.318
19091,2023-07-18 20:00:00,20,1,7,45743.578
19095,2023-07-18 21:00:00,21,1,7,44568.207
19099,2023-07-18 22:00:00,22,1,7,41924.57899999
19103,2023-07-18 23:00:00,23,1,7,38809.158
19107,2023-07-19 00:00:00,0,2,7,36100.89699999
19111,2023-07-19 01:00:00,1,2,7,34051.382
19115,2023-07-19 02:00:00,2,2,7,32908.80499999
19119,2023-07-19 03:00:00,3,2,7,32394.35899999
19123,2023-07-19 04:00:00,4,2,7,32733.13799999
19127,2023-07-19 05:00:00,5,2,7,34018.352
19131,2023-07-19 06:00:00,6,2,7,36351.121
19135,2023-07-19 07:00:00,7,2,7,38985.177
19139,2023-07-19 08:00:00,8,2,7,41160.711
19143,2023-07-19 09:00:00,9,2,7,42284.032
19147,2023-07-19 10:00:00,10,2,7,42993.801
19151,2023-07-19 11:00:00,11,2,7,42826.83999999
19155,2023-07-19 12:00:00,12,2,7,42381.05799999
19159,2023-07-19 13:00:00,13,2,7,43033.265
19163,2023-07-19 14:00:00,14,2,7,43761.552
19167,2023-07-19 15:00:00,15,2,7,43933.90299999
19171,2023-07-19 16:00:00,16,2,7,44308.83999999
19175,2023-07-19 17:00:00,17,2,7,44518.83399999
19179,2023-07-19 18:00:00,18,2,7,46972.24299999
19183,2023-07-19 19:00:00,19,2,7,46250.649
19187,2023-07-19 20:00:00,20,2,7,45149.731
19191,2023-07-19 21:00:00,21,2,7,43965.36299999
19195,2023-07-19 22:00:00,22,2,7,41600.08999999
19199,2023-07-19 23:00:00,23,2,7,38638.727
19203,2023-07-20 00:00:00,0,3,7,35540.29599999
19207,2023-07-20 01:00:00,1,3,7,33291.40999999
19211,2023-07-20 02:00:00,2,3,7,32293.86899999
19215,2023-07-20 03:00:00,3,3,7,31730.66899999
19219,2023-07-20 04:00:00,4,3,7,32082.505
19223,2023-07-20 05:00:00,5,3,7,33389.339
19227,2023-07-20 06:00:00,6,3,7,35638.58499999
19231,2023-07-20 07:00:00,7,3,7,38241.473
19235,2023-07-20 08:00:00,8,3,7,40207.85899999
19239,2023-07-20 09:00:00,9,3,7,41037.089
19243,2023-07-20 10:00:00,10,3,7,41646.54899999
19247,2023-07-20 11:00:00,11,3,7,41340.34399999
19251,2023-07-20 12:00:00,12,3,7,41267.01399999
19255,2023-07-20 13:00:00,13,3,7,41854.04399999
19259,2023-07-20 14:00:00,14,3,7,42638.37999999
19263,2023-07-20 15:00:00,15,3,7,43201.73
19267,2023-07-20 16:00:00,16,3,7,43723.56499999
19271,2023-07-20 17:00:00,17,3,7,44159.81699999
19275,2023-07-20 18:00:00,18,3,7,46806.31899999
19279,2023-07-20 19:00:00,19,3,7,45991.666
19283,2023-07-20 20:00:00,20,3,7,44823.437
19287,2023-07-20 21:00:00,21,3,7,43672.46299999
19291,2023-07-20 22:00:00,22,3,7,41257.31999999
19295,2023-07-20 23:00:00,23,3,7,38272.244
19299,2023-07-21 00:00:00,0,4,7,35259.02199999
19303,2023-07-21 01:00:00,1,4,7,33333.06099999
19307,2023-07-21 02:00:00,2,4,7,32211.25199999
19311,2023-07-21 03:00:00,3,4,7,31811.09999999
19315,2023-07-21 04:00:00,4,4,7,32009.495
19319,2023-07-21 05:00:00,5,4,7,33292.25299999
19323,2023-07-21 06:00:00,6,4,7,35481.451
19327,2023-07-21 07:00:00,7,4,7,38232.875
19331,2023-07-21 08:00:00,8,4,7,40532.491
19335,2023-07-21 09:00:00,9,4,7,41345.37
19339,2023-07-21 10:00:00,10,4,7,41912.30599999
19343,2023-07-21 11:00:00,11,4,7,41732.638
19347,2023-07-21 12:00:00,12,4,7,41464.258
19351,2023-07-21 13:00:00,13,4,7,42361.797
19355,2023-07-21 14:00:00,14,4,7,42910.305
19359,2023-07-21 15:00:00,15,4,7,43131.345
19363,2023-07-21 16:00:00,16,4,7,42991.58999999
19367,2023-07-21 17:00:00,17,4,7,43659.678
19371,2023-07-21 18:00:00,18,4,7,46703.992
19375,2023-07-21 19:00:00,19,4,7,45849.17199999
19379,2023-07-21 20:00:00,20,4,7,44303.61599999
19383,2023-07-21 21:00:00,21,4,7,42976.10199999
19387,2023-07-21 22:00:00,22,4,7,40698.392
19391,2023-07-21 23:00:00,23,4,7,38131.49599999
19395,2023-07-22 00:00:00,0,5,7,35419.19599999
19399,2023-07-22 01:00:00,1,5,7,33433.40999999
19403,2023-07-22 02:00:00,2,5,7,32165.483
19407,2023-07-22 03:00:00,3,5,7,31583.447
19411,2023-07-22 04:00:00,4,5,7,31429.38
19415,2023-07-22 05:00:00,5,5,7,31827.696
19419,2023-07-22 06:00:00,6,5,7,32627.682
19423,2023-07-22 07:00:00,7,5,7,33857.748
19427,2023-07-22 08:00:00,8,5,7,35476.19199999
19431,2023-07-22 09:00:00,9,5,7,36759.91399999
19435,2023-07-22 10:00:00,10,5,7,37455.72899999
19439,2023-07-22 11:00:00,11,5,7,37723.76199999
19443,2023-07-22 12:00:00,12,5,7,37459.35199999
19447,2023-07-22 13:00:00,13,5,7,37068.57299999
19451,2023-07-22 14:00:00,14,5,7,37039.88099999
19455,2023-07-22 15:00:00,15,5,7,37390.775
19459,2023-07-22 16:00:00,16,5,7,38289.78599999
19463,2023-07-22 17:00:00,17,5,7,40905.007
19467,2023-07-22 18:00:00,18,5,7,45218.288
19471,2023-07-22 19:00:00,19,5,7,43900.89799999
19475,2023-07-22 20:00:00,20,5,7,41662.463
19479,2023-07-22 21:00:00,21,5,7,39511.213
19483,2023-07-22 22:00:00,22,5,7,37221.16399999
19487,2023-07-22 23:00:00,23,5,7,35043.852
19491,2023-07-23 00:00:00,0,6,7,32846.53399999
19495,2023-07-23 01:00:00,1,6,7,31098.77299999
19499,2023-07-23 02:00:00,2,6,7,29929.70899999
19503,2023-07-23 03:00:00,3,6,7,29156.28299999
19507,2023-07-23 04:00:00,4,6,7,28833.10499999
19511,2023-07-23 05:00:00,5,6,7,28913.85499999
19515,2023-07-23 06:00:00,6,6,7,28767.29199999
19519,2023-07-23 07:00:00,7,6,7,28991.833
19523,2023-07-23 08:00:00,8,6,7,30169.34299999
19527,2023-07-23 09:00:00,9,6,7,31497.373
19531,2023-07-23 10:00:00,10,6,7,32438.718
19535,2023-07-23 11:00:00,11,6,7,33478.75099999
19539,2023-07-23 12:00:00,12,6,7,34049.37999999
19543,2023-07-23 13:00:00,13,6,7,33864.799
19547,2023-07-23 14:00:00,14,6,7,33419.546
19551,2023-07-23 15:00:00,15,6,7,33713.974
19555,2023-07-23 16:00:00,16,6,7,34961.14799999
19559,2023-07-23 17:00:00,17,6,7,37971.581
19563,2023-07-23 18:00:00,18,6,7,42136.77799999
19567,2023-07-23 19:00:00,19,6,7,41351.70199999
19571,2023-07-23 20:00:00,20,6,7,40174.69199999
19575,2023-07-23 21:00:00,21,6,7,38956.281
19579,2023-07-23 22:00:00,22,6,7,37162.92299999
19583,2023-07-23 23:00:00,23,6,7,34962.0
19587,2023-07-24 00:00:00,0,0,7,32682.602
19591,2023-07-24 01:00:00,1,0,7,31079.968
19595,2023-07-24 02:00:00,2,0,7,30264.612
19599,2023-07-24 03:00:00,3,0,7,29878.033
19603,2023-07-24 04:00:00,4,0,7,30205.494
19607,2023-07-24 05:00:00,5,0,7,31802.238
19611,2023-07-24 06:00:00,6,0,7,34295.19799999
19615,2023-07-24 07:00:00,7,0,7,37092.91899999
19619,2023-07-24 08:00:00,8,0,7,39305.377
19623,2023-07-24 09:00:00,9,0,7,40674.33999999
19627,2023-07-24 10:00:00,10,0,7,41911.792
19631,2023-07-24 11:00:00,11,0,7,42091.839
19635,2023-07-24 12:00:00,12,0,7,41880.71499999
19639,2023-07-24 13:00:00,13,0,7,42737.669
19643,2023-07-24 14:00:00,14,0,7,43192.59299999
19647,2023-07-24 15:00:00,15,0,7,43574.95899999
19651,2023-07-24 16:00:00,16,0,7,43840.27499999
19655,2023-07-24 17:00:00,17,0,7,44045.76399999
19659,2023-07-24 18:00:00,18,0,7,47065.587
19663,2023-07-24 19:00:00,19,0,7,46630.26999999
19667,2023-07-24 20:00:00,20,0,7,45561.482
19671,2023-07-24 21:00:00,21,0,7,44379.709
19675,2023-07-24 22:00:00,22,0,7,41830.774
19679,2023-07-24 23:00:00,23,0,7,38580.687
19683,2023-07-25 00:00:00,0,1,7,35764.701
19687,2023-07-25 01:00:00,1,1,7,33754.334
19691,2023-07-25 02:00:00,2,1,7,32679.72499999
19695,2023-07-25 03:00:00,3,1,7,32233.09
19699,2023-07-25 04:00:00,4,1,7,32527.95
19703,2023-07-25 05:00:00,5,1,7,33990.235
19707,2023-07-25 06:00:00,6,1,7,36172.49099999
19711,2023-07-25 07:00:00,7,1,7,38702.09199999
19715,2023-07-25 08:00:00,8,1,7,41022.36
19719,2023-07-25 09:00:00,9,1,7,42026.765
19723,2023-07-25 10:00:00,10,1,7,42927.942
19727,2023-07-25 11:00:00,11,1,7,42698.96899999
19731,2023-07-25 12:00:00,12,1,7,42222.78099999
19735,2023-07-25 13:00:00,13,1,7,43426.06399999
19739,2023-07-25 14:00:00,14,1,7,44302.54899999
19743,2023-07-25 15:00:00,15,1,7,44365.208
19747,2023-07-25 16:00:00,16,1,7,44734.29399999
19751,2023-07-25 17:00:00,17,1,7,44664.68299999
19755,2023-07-25 18:00:00,18,1,7,47595.07699999
19759,2023-07-25 19:00:00,19,1,7,47005.78499999
19763,2023-07-25 20:00:00,20,1,7,45885.30199999
19767,2023-07-25 21:00:00,21,1,7,44767.729
19771,2023-07-25 22:00:00,22,1,7,42211.08799999
19775,2023-07-25 23:00:00,23,1,7,39057.81499999
19779,2023-07-26 00:00:00,0,2,7,36272.43399999
19783,2023-07-26 01:00:00,1,2,7,34175.534
19787,2023-07-26 02:00:00,2,2,7,32951.80799999
19791,2023-07-26 03:00:00,3,2,7,32476.883
19795,2023-07-26 04:00:00,4,2,7,32754.401
19799,2023-07-26 05:00:00,5,2,7,34174.68099999
19803,2023-07-26 06:00:00,6,2,7,36533.72299999
19807,2023-07-26 07:00:00,7,2,7,38809.96499999
19811,2023-07-26 08:00:00,8,2,7,40909.995
19815,2023-07-26 09:00:00,9,2,7,41931.385
19819,2023-07-26 10:00:00,10,2,7,42981.28
19823,2023-07-26 11:00:00,11,2,7,43213.49699999
19827,2023-07-26 12:00:00,12,2,7,42811.88999999
19831,2023-07-26 13:00:00,13,2,7,43411.178
19835,2023-07-26 14:00:00,14,2,7,44271.189
19839,2023-07-26 15:00:00,15,2,7,44656.73399999
19843,2023-07-26 16:00:00,16,2,7,44944.21699999
19847,2023-07-26 17:00:00,17,2,7,45070.369
19851,2023-07-26 18:00:00,18,2,7,48098.00199999
19855,2023-07-26 19:00:00,19,2,7,47149.746
19859,2023-07-26 20:00:00,20,2,7,46134.029
19863,2023-07-26 21:00:00,21,2,7,44926.337
19867,2023-07-26 22:00:00,22,2,7,42592.765
19871,2023-07-26 23:00:00,23,2,7,39472.1
19875,2023-07-27 00:00:00,0,3,7,36510.744
19879,2023-07-27 01:00:00,1,3,7,34386.42699999
19883,2023-07-27 02:00:00,2,3,7,33370.32499999
19887,2023-07-27 03:00:00,3,3,7,32870.301
19891,2023-07-27 04:00:00,4,3,7,33010.388
19895,2023-07-27 05:00:00,5,3,7,34394.12699999
19899,2023-07-27 06:00:00,6,3,7,36555.01299999
19903,2023-07-27 07:00:00,7,3,7,39043.561
19907,2023-07-27 08:00:00,8,3,7,41095.435
