,din_instante,hora,dia_semana,mes,carga_mw
7123,2023-03-16 04:00:00,4,3,3,37092.699
7127,2023-03-16 05:00:00,5,3,3,38531.814
7131,2023-03-16 06:00:00,6,3,3,40128.77799999
7135,2023-03-16 07:00:00,7,3,3,41021.36999999
7139,2023-03-16 08:00:00,8,3,3,42248.77499999
7143,2023-03-16 09:00:00,9,3,3,42494.00199999
7147,2023-03-16 10:00:00,10,3,3,42885.099
7151,2023-03-16 11:00:00,11,3,3,43268.49599999
7155,2023-03-16 12:00:00,12,3,3,42803.938
7159,2023-03-16 13:00:00,13,3,3,43916.25999999
7163,2023-03-16 14:00:00,14,3,3,45565.72799999
7167,2023-03-16 15:00:00,15,3,3,46927.21999999
7171,2023-03-16 16:00:00,16,3,3,47653.934
7175,2023-03-16 17:00:00,17,3,3,46759.454
7179,2023-03-16 18:00:00,18,3,3,48452.13899999
7183,2023-03-16 19:00:00,19,3,3,49605.42299999
7187,2023-03-16 20:00:00,20,3,3,48887.25099999
7191,2023-03-16 21:00:00,21,3,3,47814.018
7195,2023-03-16 22:00:00,22,3,3,45330.19499999
7199,2023-03-16 23:00:00,23,3,3,42293.989
7203,2023-03-17 00:00:00,0,4,3,39718.87399999
7207,2023-03-17 01:00:00,1,4,3,37693.567
7211,2023-03-17 02:00:00,2,4,3,36506.529
7215,2023-03-17 03:00:00,3,4,3,36031.78999999
7219,2023-03-17 04:00:00,4,4,3,36112.92099999
7223,2023-03-17 05:00:00,5,4,3,37558.18299999
7227,2023-03-17 06:00:00,6,4,3,39032.866
7231,2023-03-17 07:00:00,7,4,3,41031.19099999
7235,2023-03-17 08:00:00,8,4,3,42475.848
7239,2023-03-17 09:00:00,9,4,3,42982.385
7243,2023-03-17 10:00:00,10,4,3,43539.449
7247,2023-03-17 11:00:00,11,4,3,43564.778
7251,2023-03-17 12:00:00,12,4,3,42885.24799999
7255,2023-03-17 13:00:00,13,4,3,44183.219
7259,2023-03-17 14:00:00,14,4,3,45493.82899999
7263,2023-03-17 15:00:00,15,4,3,46414.02699999
7267,2023-03-17 16:00:00,16,4,3,46790.759
7271,2023-03-17 17:00:00,17,4,3,46330.67899999
7275,2023-03-17 18:00:00,18,4,3,47979.67699999
7279,2023-03-17 19:00:00,19,4,3,49376.90799999
7283,2023-03-17 20:00:00,20,4,3,48447.463
7287,2023-03-17 21:00:00,21,4,3,47496.823
7291,2023-03-17 22:00:00,22,4,3,45560.79
7295,2023-03-17 23:00:00,23,4,3,43296.739
7299,2023-03-18 00:00:00,0,5,3,40783.30799999
7303,2023-03-18 01:00:00,1,5,3,38817.57199999
7307,2023-03-18 02:00:00,2,5,3,37447.953
7311,2023-03-18 03:00:00,3,5,3,36711.922
7315,2023-03-18 04:00:00,4,5,3,36322.05699999
7319,2023-03-18 05:00:00,5,5,3,36575.976
7323,2023-03-18 06:00:00,6,5,3,36269.858
7327,2023-03-18 07:00:00,7,5,3,36761.30499999
7331,2023-03-18 08:00:00,8,5,3,37301.08399999
7335,2023-03-18 09:00:00,9,5,3,37552.98299999
7339,2023-03-18 10:00:00,10,5,3,37779.406
7343,2023-03-18 11:00:00,11,5,3,37675.69
7347,2023-03-18 12:00:00,12,5,3,37548.86199999
7351,2023-03-18 13:00:00,13,5,3,37582.36999999
7355,2023-03-18 14:00:00,14,5,3,38226.71699999
7359,2023-03-18 15:00:00,15,5,3,39556.296
7363,2023-03-18 16:00:00,16,5,3,41099.44799999
7367,2023-03-18 17:00:00,17,5,3,43172.871
7371,2023-03-18 18:00:00,18,5,3,46915.439
7375,2023-03-18 19:00:00,19,5,3,48091.02699999
7379,2023-03-18 20:00:00,20,5,3,46354.605
7383,2023-03-18 21:00:00,21,5,3,44748.99799999
7387,2023-03-18 22:00:00,22,5,3,42711.216
7391,2023-03-18 23:00:00,23,5,3,40885.406
7395,2023-03-19 00:00:00,0,6,3,38765.581
7399,2023-03-19 01:00:00,1,6,3,37038.69799999
7403,2023-03-19 02:00:00,2,6,3,35813.30399999
7407,2023-03-19 03:00:00,3,6,3,34930.14899999
7411,2023-03-19 04:00:00,4,6,3,34438.928
7415,2023-03-19 05:00:00,5,6,3,34337.46599999
7419,2023-03-19 06:00:00,6,6,3,33188.65299999
7423,2023-03-19 07:00:00,7,6,3,32779.48
7427,2023-03-19 08:00:00,8,6,3,32451.762
7431,2023-03-19 09:00:00,9,6,3,32286.798
7435,2023-03-19 10:00:00,10,6,3,32376.622
7439,2023-03-19 11:00:00,11,6,3,32789.12
7443,2023-03-19 12:00:00,12,6,3,33272.598
7447,2023-03-19 13:00:00,13,6,3,33354.848
7451,2023-03-19 14:00:00,14,6,3,33963.96
7455,2023-03-19 15:00:00,15,6,3,35497.89999999
7459,2023-03-19 16:00:00,16,6,3,37540.846
7463,2023-03-19 17:00:00,17,6,3,40105.44399999
7467,2023-03-19 18:00:00,18,6,3,43717.27699999
7471,2023-03-19 19:00:00,19,6,3,45058.68899999
7475,2023-03-19 20:00:00,20,6,3,44581.37499999
7479,2023-03-19 21:00:00,21,6,3,43607.586
7483,2023-03-19 22:00:00,22,6,3,42200.641
7487,2023-03-19 23:00:00,23,6,3,40256.84999999
7491,2023-03-20 00:00:00,0,0,3,38375.174
7495,2023-03-20 01:00:00,1,0,3,36876.96499999
7499,2023-03-20 02:00:00,2,0,3,35995.08999999
7503,2023-03-20 03:00:00,3,0,3,35620.92899999
7507,2023-03-20 04:00:00,4,0,3,35694.443
7511,2023-03-20 05:00:00,5,0,3,37416.85
7515,2023-03-20 06:00:00,6,0,3,39264.356
7519,2023-03-20 07:00:00,7,0,3,41025.22499999
7523,2023-03-20 08:00:00,8,0,3,42821.26999999
7527,2023-03-20 09:00:00,9,0,3,43730.23499999
7531,2023-03-20 10:00:00,10,0,3,44462.99699999
7535,2023-03-20 11:00:00,11,0,3,44616.719
7539,2023-03-20 12:00:00,12,0,3,44164.18099999
7543,2023-03-20 13:00:00,13,0,3,45684.13
7547,2023-03-20 14:00:00,14,0,3,47630.523
7551,2023-03-20 15:00:00,15,0,3,48980.57999999
7555,2023-03-20 16:00:00,16,0,3,49667.85699999
7559,2023-03-20 17:00:00,17,0,3,48046.05599999
7563,2023-03-20 18:00:00,18,0,3,49305.55099999
7567,2023-03-20 19:00:00,19,0,3,50412.15599999
7571,2023-03-20 20:00:00,20,0,3,49923.034
7575,2023-03-20 21:00:00,21,0,3,49220.35
7579,2023-03-20 22:00:00,22,0,3,46961.031
7583,2023-03-20 23:00:00,23,0,3,44124.18399999
7587,2023-03-21 00:00:00,0,1,3,41446.61099999
7591,2023-03-21 01:00:00,1,1,3,39629.46099999
7595,2023-03-21 02:00:00,2,1,3,38587.56
7599,2023-03-21 03:00:00,3,1,3,37822.845
7603,2023-03-21 04:00:00,4,1,3,37906.846
7607,2023-03-21 05:00:00,5,1,3,39335.849
7611,2023-03-21 06:00:00,6,1,3,40742.864
7615,2023-03-21 07:00:00,7,1,3,41803.591
7619,2023-03-21 08:00:00,8,1,3,43150.87599999
7623,2023-03-21 09:00:00,9,1,3,43542.57599999
7627,2023-03-21 10:00:00,10,1,3,44025.952
7631,2023-03-21 11:00:00,11,1,3,44397.454
7635,2023-03-21 12:00:00,12,1,3,43769.982
7639,2023-03-21 13:00:00,13,1,3,45449.863
7643,2023-03-21 14:00:00,14,1,3,47314.001
7647,2023-03-21 15:00:00,15,1,3,48581.39299999
7651,2023-03-21 16:00:00,16,1,3,49336.95
7655,2023-03-21 17:00:00,17,1,3,48188.84
7659,2023-03-21 18:00:00,18,1,3,49676.199
7663,2023-03-21 19:00:00,19,1,3,51026.224
7667,2023-03-21 20:00:00,20,1,3,50692.473
7671,2023-03-21 21:00:00,21,1,3,50135.463
7675,2023-03-21 22:00:00,22,1,3,47909.593
7679,2023-03-21 23:00:00,23,1,3,44960.899
7683,2023-03-22 00:00:00,0,2,3,42356.138
7687,2023-03-22 01:00:00,1,2,3,40255.353
7691,2023-03-22 02:00:00,2,2,3,39164.16299999
7695,2023-03-22 03:00:00,3,2,3,38503.58199999
7699,2023-03-22 04:00:00,4,2,3,38515.54099999
7703,2023-03-22 05:00:00,5,2,3,39699.559
7707,2023-03-22 06:00:00,6,2,3,40663.206
7711,2023-03-22 07:00:00,7,2,3,41516.75299999
7715,2023-03-22 08:00:00,8,2,3,42596.17799999
7719,2023-03-22 09:00:00,9,2,3,43010.667
7723,2023-03-22 10:00:00,10,2,3,43417.593
7727,2023-03-22 11:00:00,11,2,3,43974.55699999
7731,2023-03-22 12:00:00,12,2,3,43535.37499999
7735,2023-03-22 13:00:00,13,2,3,45260.111
7739,2023-03-22 14:00:00,14,2,3,47034.053
7743,2023-03-22 15:00:00,15,2,3,48530.176
7747,2023-03-22 16:00:00,16,2,3,49435.27599999
7751,2023-03-22 17:00:00,17,2,3,48120.29699999
7755,2023-03-22 18:00:00,18,2,3,49875.723
7759,2023-03-22 19:00:00,19,2,3,51121.785
7763,2023-03-22 20:00:00,20,2,3,50496.79399999
7767,2023-03-22 21:00:00,21,2,3,49802.787
7771,2023-03-22 22:00:00,22,2,3,47662.50499999
7775,2023-03-22 23:00:00,23,2,3,44914.634
7779,2023-03-23 00:00:00,0,3,3,42160.714
7783,2023-03-23 01:00:00,1,3,3,40069.72699999
7787,2023-03-23 02:00:00,2,3,3,38674.26399999
7791,2023-03-23 03:00:00,3,3,3,37965.20799999
7795,2023-03-23 04:00:00,4,3,3,37956.657
7799,2023-03-23 05:00:00,5,3,3,39298.617
7803,2023-03-23 06:00:00,6,3,3,40740.85699999
7807,2023-03-23 07:00:00,7,3,3,41721.979
7811,2023-03-23 08:00:00,8,3,3,42968.67299999
7815,2023-03-23 09:00:00,9,3,3,43232.333
7819,2023-03-23 10:00:00,10,3,3,43409.79399999
7823,2023-03-23 11:00:00,11,3,3,43620.14599999
7827,2023-03-23 12:00:00,12,3,3,43119.49499999
7831,2023-03-23 13:00:00,13,3,3,45066.57499999
7835,2023-03-23 14:00:00,14,3,3,47138.18599999
7839,2023-03-23 15:00:00,15,3,3,48627.197
7843,2023-03-23 16:00:00,16,3,3,49685.378
7847,2023-03-23 17:00:00,17,3,3,48455.75299999
7851,2023-03-23 18:00:00,18,3,3,49924.818
7855,2023-03-23 19:00:00,19,3,3,51260.90699999
7859,2023-03-23 20:00:00,20,3,3,50764.056
7863,2023-03-23 21:00:00,21,3,3,50085.319
7867,2023-03-23 22:00:00,22,3,3,48057.731
7871,2023-03-23 23:00:00,23,3,3,45243.531
7875,2023-03-24 00:00:00,0,4,3,42746.00299999
7879,2023-03-24 01:00:00,1,4,3,40726.61099999
7883,2023-03-24 02:00:00,2,4,3,39433.21899999
7887,2023-03-24 03:00:00,3,4,3,38642.507
7891,2023-03-24 04:00:00,4,4,3,38636.83399999
7895,2023-03-24 05:00:00,5,4,3,39887.17
7899,2023-03-24 06:00:00,6,4,3,41118.066
7903,2023-03-24 07:00:00,7,4,3,42206.75099999
7907,2023-03-24 08:00:00,8,4,3,43561.6
7911,2023-03-24 09:00:00,9,4,3,43961.21
7915,2023-03-24 10:00:00,10,4,3,44531.298
7919,2023-03-24 11:00:00,11,4,3,44929.974
7923,2023-03-24 12:00:00,12,4,3,44981.442
7927,2023-03-24 13:00:00,13,4,3,46418.284
7931,2023-03-24 14:00:00,14,4,3,48425.70999999
7935,2023-03-24 15:00:00,15,4,3,49485.017
7939,2023-03-24 16:00:00,16,4,3,50030.748
7943,2023-03-24 17:00:00,17,4,3,49275.733
7947,2023-03-24 18:00:00,18,4,3,50848.60499999
7951,2023-03-24 19:00:00,19,4,3,51660.02199999
7955,2023-03-24 20:00:00,20,4,3,50803.37699999
7959,2023-03-24 21:00:00,21,4,3,50080.69
7963,2023-03-24 22:00:00,22,4,3,48414.878
7967,2023-03-24 23:00:00,23,4,3,46208.66799999
7971,2023-03-25 00:00:00,0,5,3,43763.214
7975,2023-03-25 01:00:00,1,5,3,41758.52699999
7979,2023-03-25 02:00:00,2,5,3,40322.10999999
7983,2023-03-25 03:00:00,3,5,3,39379.95199999
7987,2023-03-25 04:00:00,4,5,3,39115.24799999
7991,2023-03-25 05:00:00,5,5,3,39021.99
7995,2023-03-25 06:00:00,6,5,3,38363.821
7999,2023-03-25 07:00:00,7,5,3,38246.82099999
8003,2023-03-25 08:00:00,8,5,3,38391.86199999
8007,2023-03-25 09:00:00,9,5,3,38423.44799999
8011,2023-03-25 10:00:00,10,5,3,38353.695
8015,2023-03-25 11:00:00,11,5,3,38357.72699999
8019,2023-03-25 12:00:00,12,5,3,38560.936
8023,2023-03-25 13:00:00,13,5,3,38997.60999999
8027,2023-03-25 14:00:00,14,5,3,39762.50199999
8031,2023-03-25 15:00:00,15,5,3,40929.426
8035,2023-03-25 16:00:00,16,5,3,42492.157
8039,2023-03-25 17:00:00,17,5,3,44530.483
8043,2023-03-25 18:00:00,18,5,3,48230.337
8047,2023-03-25 19:00:00,19,5,3,49127.804
8051,2023-03-25 20:00:00,20,5,3,47854.23599999
8055,2023-03-25 21:00:00,21,5,3,46622.679
8059,2023-03-25 22:00:00,22,5,3,44855.41299999
8063,2023-03-25 23:00:00,23,5,3,43137.11099999
8067,2023-03-26 00:00:00,0,6,3,41149.00499999
8071,2023-03-26 01:00:00,1,6,3,39367.357
8075,2023-03-26 02:00:00,2,6,3,38031.85699999
8079,2023-03-26 03:00:00,3,6,3,37023.985
8083,2023-03-26 04:00:00,4,6,3,36488.676
8087,2023-03-26 05:00:00,5,6,3,36064.851
8091,2023-03-26 06:00:00,6,6,3,34765.56
8095,2023-03-26 07:00:00,7,6,3,33832.21499999
8099,2023-03-26 08:00:00,8,6,3,33217.979
8103,2023-03-26 09:00:00,9,6,3,32642.27299999
8107,2023-03-26 10:00:00,10,6,3,32502.30799999
8111,2023-03-26 11:00:00,11,6,3,32951.34499999
8115,2023-03-26 12:00:00,12,6,3,33684.85599999
8119,2023-03-26 13:00:00,13,6,3,34278.919
8123,2023-03-26 14:00:00,14,6,3,35427.28799999
8127,2023-03-26 15:00:00,15,6,3,37256.93399999
8131,2023-03-26 16:00:00,16,6,3,39643.436
8135,2023-03-26 17:00:00,17,6,3,42450.30799999
8139,2023-03-26 18:00:00,18,6,3,46343.562
8143,2023-03-26 19:00:00,19,6,3,47776.625
8147,2023-03-26 20:00:00,20,6,3,47427.95
8151,2023-03-26 21:00:00,21,6,3,47035.61
8155,2023-03-26 22:00:00,22,6,3,45863.75
8159,2023-03-26 23:00:00,23,6,3,43805.693
8163,2023-03-27 00:00:00,0,0,3,41855.37899999
8167,2023-03-27 01:00:00,1,0,3,40192.93299999
8171,2023-03-27 02:00:00,2,0,3,38949.42499999
8175,2023-03-27 03:00:00,3,0,3,38463.324
8179,2023-03-27 04:00:00,4,0,3,38537.70199999
8183,2023-03-27 05:00:00,5,0,3,39753.381
8187,2023-03-27 06:00:00,6,0,3,41109.17699999
8191,2023-03-27 07:00:00,7,0,3,42278.366
8195,2023-03-27 08:00:00,8,0,3,43831.93299999
8199,2023-03-27 09:00:00,9,0,3,44267.52599999
8203,2023-03-27 10:00:00,10,0,3,44662.91999999
8207,2023-03-27 11:00:00,11,0,3,44557.889
8211,2023-03-27 12:00:00,12,0,3,43994.874
8215,2023-03-27 13:00:00,13,0,3,45326.536
8219,2023-03-27 14:00:00,14,0,3,46915.551
8223,2023-03-27 15:00:00,15,0,3,47970.63499999
8227,2023-03-27 16:00:00,16,0,3,48778.252
8231,2023-03-27 17:00:00,17,0,3,47668.61699999
8235,2023-03-27 18:00:00,18,0,3,49243.351
8239,2023-03-27 19:00:00,19,0,3,50041.467
8243,2023-03-27 20:00:00,20,0,3,49870.254
8247,2023-03-27 21:00:00,21,0,3,49354.52099999
8251,2023-03-27 22:00:00,22,0,3,47267.70399999
8255,2023-03-27 23:00:00,23,0,3,44469.693
8259,2023-03-28 00:00:00,0,1,3,41738.20899999
8263,2023-03-28 01:00:00,1,1,3,39929.551
8267,2023-03-28 02:00:00,2,1,3,38690.38899999
8271,2023-03-28 03:00:00,3,1,3,38101.686
8275,2023-03-28 04:00:00,4,1,3,38198.13299999
8279,2023-03-28 05:00:00,5,1,3,39698.909
8283,2023-03-28 06:00:00,6,1,3,41267.286
8287,2023-03-28 07:00:00,7,1,3,42400.97199999
8291,2023-03-28 08:00:00,8,1,3,43759.26699999
8295,2023-03-28 09:00:00,9,1,3,43706.59199999
8299,2023-03-28 10:00:00,10,1,3,43853.94999999
8303,2023-03-28 11:00:00,11,1,3,44167.01299999
8307,2023-03-28 12:00:00,12,1,3,43796.12699999
8311,2023-03-28 13:00:00,13,1,3,45187.08799999
8315,2023-03-28 14:00:00,14,1,3,46907.351
8319,2023-03-28 15:00:00,15,1,3,48114.84599999
8323,2023-03-28 16:00:00,16,1,3,48933.929
8327,2023-03-28 17:00:00,17,1,3,48036.604
8331,2023-03-28 18:00:00,18,1,3,49598.90799999
8335,2023-03-28 19:00:00,19,1,3,50088.162
8339,2023-03-28 20:00:00,20,1,3,49813.81299999
8343,2023-03-28 21:00:00,21,1,3,49338.44199999
8347,2023-03-28 22:00:00,22,1,3,47210.81599999
8351,2023-03-28 23:00:00,23,1,3,44317.92699999
8355,2023-03-29 00:00:00,0,2,3,41713.868
8359,2023-03-29 01:00:00,1,2,3,39846.19899999
8363,2023-03-29 02:00:00,2,2,3,38695.36999999
8367,2023-03-29 03:00:00,3,2,3,38055.05599999
8371,2023-03-29 04:00:00,4,2,3,38151.134
8375,2023-03-29 05:00:00,5,2,3,39746.43499999
8379,2023-03-29 06:00:00,6,2,3,41355.20699999
8383,2023-03-29 07:00:00,7,2,3,42538.407
8387,2023-03-29 08:00:00,8,2,3,43710.66399999
8391,2023-03-29 09:00:00,9,2,3,43959.78599999
8395,2023-03-29 10:00:00,10,2,3,44667.608
8399,2023-03-29 11:00:00,11,2,3,44920.435
8403,2023-03-29 12:00:00,12,2,3,44345.902
8407,2023-03-29 13:00:00,13,2,3,46367.00499999
8411,2023-03-29 14:00:00,14,2,3,48579.932
8415,2023-03-29 15:00:00,15,2,3,49725.636
8419,2023-03-29 16:00:00,16,2,3,50322.281
8423,2023-03-29 17:00:00,17,2,3,48924.90999999
8427,2023-03-29 18:00:00,18,2,3,50468.734
8431,2023-03-29 19:00:00,19,2,3,51021.967
8435,2023-03-29 20:00:00,20,2,3,50568.66899999
8439,2023-03-29 21:00:00,21,2,3,50106.24599999
8443,2023-03-29 22:00:00,22,2,3,48212.371
8447,2023-03-29 23:00:00,23,2,3,45456.86799999
8451,2023-03-30 00:00:00,0,3,3,42652.947
8455,2023-03-30 01:00:00,1,3,3,40710.231
8459,2023-03-30 02:00:00,2,3,3,39533.324
8463,2023-03-30 03:00:00,3,3,3,38865.085
8467,2023-03-30 04:00:00,4,3,3,38887.129
8471,2023-03-30 05:00:00,5,3,3,40257.56599999
8475,2023-03-30 06:00:00,6,3,3,41759.20999999
8479,2023-03-30 07:00:00,7,3,3,42610.407
8483,2023-03-30 08:00:00,8,3,3,43580.204
8487,2023-03-30 09:00:00,9,3,3,43692.201
8491,2023-03-30 10:00:00,10,3,3,44043.69799999
8495,2023-03-30 11:00:00,11,3,3,44424.16199999
8499,2023-03-30 12:00:00,12,3,3,43982.933
8503,2023-03-30 13:00:00,13,3,3,45995.871
8507,2023-03-30 14:00:00,14,3,3,48035.405
8511,2023-03-30 15:00:00,15,3,3,49337.35899999
8515,2023-03-30 16:00:00,16,3,3,50623.94499999
8519,2023-03-30 17:00:00,17,3,3,49469.85399999
8523,2023-03-30 18:00:00,18,3,3,50974.388
8527,2023-03-30 19:00:00,19,3,3,51034.702
8531,2023-03-30 20:00:00,20,3,3,50553.89
8535,2023-03-30 21:00:00,21,3,3,50184.69199999
8539,2023-03-30 22:00:00,22,3,3,48123.498
8543,2023-03-30 23:00:00,23,3,3,45385.50599999
8547,2023-03-31 00:00:00,0,4,3,42492.758
8551,2023-03-31 01:00:00,1,4,3,40480.58
8555,2023-03-31 02:00:00,2,4,3,39183.656
8559,2023-03-31 03:00:00,3,4,3,38515.64299999
8563,2023-03-31 04:00:00,4,4,3,38477.80599999
8567,2023-03-31 05:00:00,5,4,3,39756.85999999
8571,2023-03-31 06:00:00,6,4,3,41060.066
8575,2023-03-31 07:00:00,7,4,3,42078.16199999
8579,2023-03-31 08:00:00,8,4,3,43405.71299999
8583,2023-03-31 09:00:00,9,4,3,43907.139
8587,2023-03-31 10:00:00,10,4,3,44476.59299999
8591,2023-03-31 11:00:00,11,4,3,44948.594
8595,2023-03-31 12:00:00,12,4,3,44646.265
8599,2023-03-31 13:00:00,13,4,3,46001.65699999
8603,2023-03-31 14:00:00,14,4,3,47824.98399999
8607,2023-03-31 15:00:00,15,4,3,48727.546
8611,2023-03-31 16:00:00,16,4,3,48848.956
8615,2023-03-31 17:00:00,17,4,3,48331.066
8619,2023-03-31 18:00:00,18,4,3,50185.682
8623,2023-03-31 19:00:00,19,4,3,50658.245
8627,2023-03-31 20:00:00,20,4,3,49822.087
8631,2023-03-31 21:00:00,21,4,3,49100.88899999
8635,2023-03-31 22:00:00,22,4,3,47514.43699999
8639,2023-03-31 23:00:00,23,4,3,45351.586
8643,2023-04-01 00:00:00,0,5,4,43046.32699999
8647,2023-04-01 01:00:00,1,5,4,40956.115
8651,2023-04-01 02:00:00,2,5,4,39625.959
8655,2023-04-01 03:00:00,3,5,4,38835.92899999
8659,2023-04-01 04:00:00,4,5,4,38573.08699999
8663,2023-04-01 05:00:00,5,5,4,38636.487
8667,2023-04-01 06:00:00,6,5,4,38067.792
8671,2023-04-01 07:00:00,7,5,4,37899.512
8675,2023-04-01 08:00:00,8,5,4,37730.493
8679,2023-04-01 09:00:00,9,5,4,37651.676
8683,2023-04-01 10:00:00,10,5,4,37496.99599999
8687,2023-04-01 11:00:00,11,5,4,37546.25299999
8691,2023-04-01 12:00:00,12,5,4,37669.642
8695,2023-04-01 13:00:00,13,5,4,38222.25299999
8699,2023-04-01 14:00:00,14,5,4,38951.18199999
8703,2023-04-01 15:00:00,15,5,4,40387.25699999
8707,2023-04-01 16:00:00,16,5,4,42101.437
8711,2023-04-01 17:00:00,17,5,4,44042.635
8715,2023-04-01 18:00:00,18,5,4,48090.00399999
8719,2023-04-01 19:00:00,19,5,4,48878.65599999
8723,2023-04-01 20:00:00,20,5,4,47544.718
8727,2023-04-01 21:00:00,21,5,4,46170.45499999
8731,2023-04-01 22:00:00,22,5,4,44371.07599999
8735,2023-04-01 23:00:00,23,5,4,42457.80699999
8739,2023-04-02 00:00:00,0,6,4,40319.23
8743,2023-04-02 01:00:00,1,6,4,38493.92
8747,2023-04-02 02:00:00,2,6,4,37103.945
8751,2023-04-02 03:00:00,3,6,4,36173.03
8755,2023-04-02 04:00:00,4,6,4,35614.21099999
8759,2023-04-02 05:00:00,5,6,4,35329.244
8763,2023-04-02 06:00:00,6,6,4,33955.35
8767,2023-04-02 07:00:00,7,6,4,32762.895
8771,2023-04-02 08:00:00,8,6,4,31866.736
8775,2023-04-02 09:00:00,9,6,4,31253.06899999
8779,2023-04-02 10:00:00,10,6,4,30969.63799999
8783,2023-04-02 11:00:00,11,6,4,31123.899
8787,2023-04-02 12:00:00,12,6,4,31432.872
8791,2023-04-02 13:00:00,13,6,4,32086.201
8795,2023-04-02 14:00:00,14,6,4,32821.297
8799,2023-04-02 15:00:00,15,6,4,34361.26899999
8803,2023-04-02 16:00:00,16,6,4,36351.104
8807,2023-04-02 17:00:00,17,6,4,39590.19499999
8811,2023-04-02 18:00:00,18,6,4,43501.91399999
8815,2023-04-02 19:00:00,19,6,4,44031.07799999
8819,2023-04-02 20:00:00,20,6,4,43310.732
8823,2023-04-02 21:00:00,21,6,4,42330.26799999
8827,2023-04-02 22:00:00,22,6,4,40798.55399999
8831,2023-04-02 23:00:00,23,6,4,38719.72299999
8835,2023-04-03 00:00:00,0,0,4,36976.65299999
8839,2023-04-03 01:00:00,1,0,4,35589.918
8843,2023-04-03 02:00:00,2,0,4,34596.20499999
8847,2023-04-03 03:00:00,3,0,4,34068.14699999
8851,2023-04-03 04:00:00,4,0,4,34487.84499999
8855,2023-04-03 05:00:00,5,0,4,36289.73999999
8859,2023-04-03 06:00:00,6,0,4,38268.596
8863,2023-04-03 07:00:00,7,0,4,39390.03599999
8867,2023-04-03 08:00:00,8,0,4,40595.07199999
8871,2023-04-03 09:00:00,9,0,4,40803.606
8875,2023-04-03 10:00:00,10,0,4,41210.06699999
8879,2023-04-03 11:00:00,11,0,4,41425.985
8883,2023-04-03 12:00:00,12,0,4,41126.30799999
8887,2023-04-03 13:00:00,13,0,4,42432.675
8891,2023-04-03 14:00:00,14,0,4,44259.743
8895,2023-04-03 15:00:00,15,0,4,45637.53699999
8899,2023-04-03 16:00:00,16,0,4,46668.49299999
8903,2023-04-03 17:00:00,17,0,4,46136.627
8907,2023-04-03 18:00:00,18,0,4,48173.161
8911,2023-04-03 19:00:00,19,0,4,48798.415
8915,2023-04-03 20:00:00,20,0,4,48274.09899999
8919,2023-04-03 21:00:00,21,0,4,47537.505
8923,2023-04-03 22:00:00,22,0,4,45191.53599999
8927,2023-04-03 23:00:00,23,0,4,42207.36299999
8931,2023-04-04 00:00:00,0,1,4,39621.49899999
8935,2023-04-04 01:00:00,1,1,4,37771.73299999
8939,2023-04-04 02:00:00,2,1,4,36703.294
8943,2023-04-04 03:00:00,3,1,4,36118.69299999
8947,2023-04-04 04:00:00,4,1,4,36461.55499999
8951,2023-04-04 05:00:00,5,1,4,37934.644
8955,2023-04-04 06:00:00,6,1,4,39629.419
8959,2023-04-04 07:00:00,7,1,4,40695.73399999
8963,2023-04-04 08:00:00,8,1,4,41584.346
8967,2023-04-04 09:00:00,9,1,4,41605.634
8971,2023-04-04 10:00:00,10,1,4,42112.627
8975,2023-04-04 11:00:00,11,1,4,42510.78899999
8979,2023-04-04 12:00:00,12,1,4,42215.659
8983,2023-04-04 13:00:00,13,1,4,43743.49599999
8987,2023-04-04 14:00:00,14,1,4,45697.67
8991,2023-04-04 15:00:00,15,1,4,47189.982
8995,2023-04-04 16:00:00,16,1,4,48176.533
8999,2023-04-04 17:00:00,17,1,4,47505.83899999
9003,2023-04-04 18:00:00,18,1,4,49531.36199999
9007,2023-04-04 19:00:00,19,1,4,49818.03499999
9011,2023-04-04 20:00:00,20,1,4,49152.81899999
9015,2023-04-04 21:00:00,21,1,4,48662.294
9019,2023-04-04 22:00:00,22,1,4,46571.265
9023,2023-04-04 23:00:00,23,1,4,43520.193
9027,2023-04-05 00:00:00,0,2,4,40609.01999999
9031,2023-04-05 01:00:00,1,2,4,38607.534
9035,2023-04-05 02:00:00,2,2,4,37329.233
9039,2023-04-05 03:00:00,3,2,4,36716.695
9043,2023-04-05 04:00:00,4,2,4,36881.133
9047,2023-04-05 05:00:00,5,2,4,38537.762
9051,2023-04-05 06:00:00,6,2,4,40136.055
9055,2023-04-05 07:00:00,7,2,4,41078.269
9059,2023-04-05 08:00:00,8,2,4,41950.18899999
9063,2023-04-05 09:00:00,9,2,4,42015.70199999
9067,2023-04-05 10:00:00,10,2,4,42144.642
9071,2023-04-05 11:00:00,11,2,4,42529.91399999
9075,2023-04-05 12:00:00,12,2,4,42429.531
9079,2023-04-05 13:00:00,13,2,4,43962.75099999
9083,2023-04-05 14:00:00,14,2,4,45790.29499999
9087,2023-04-05 15:00:00,15,2,4,47290.267
9091,2023-04-05 16:00:00,16,2,4,48192.517
9095,2023-04-05 17:00:00,17,2,4,47128.88899999
9099,2023-04-05 18:00:00,18,2,4,49417.533
9103,2023-04-05 19:00:00,19,2,4,49354.378
9107,2023-04-05 20:00:00,20,2,4,48957.32599999
9111,2023-04-05 21:00:00,21,2,4,48385.73399999
9115,2023-04-05 22:00:00,22,2,4,46483.93299999
